"","ReferenceArea","code","value","variable","Area"
"28191","S01000892","S01000892",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28201","S01000893","S01000893",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28211","S01000894","S01000894",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28221","S01000895","S01000895",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28231","S01000896","S01000896",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28241","S01000897","S01000897",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28251","S01000898","S01000898",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28261","S01000899","S01000899",40,"Positive Leaver Destinations (Pct)","Data Zones"
"28271","S01000900","S01000900",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28281","S01000901","S01000901",80,"Positive Leaver Destinations (Pct)","Data Zones"
"28291","S01000902","S01000902",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"28301","S01000903","S01000903",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28311","S01000904","S01000904",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28321","S01000905","S01000905",77.8,"Positive Leaver Destinations (Pct)","Data Zones"
"28331","S01000906","S01000906",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"28341","S01000907","S01000907",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28351","S01000908","S01000908",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28361","S01000909","S01000909",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"28371","S01000910","S01000910",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28381","S01000911","S01000911",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28391","S01000912","S01000912",77.8,"Positive Leaver Destinations (Pct)","Data Zones"
"28401","S01000913","S01000913",57.1,"Positive Leaver Destinations (Pct)","Data Zones"
"28411","S01000914","S01000914",50,"Positive Leaver Destinations (Pct)","Data Zones"
"28421","S01000915","S01000915",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28431","S01000916","S01000916",84.6,"Positive Leaver Destinations (Pct)","Data Zones"
"28441","S01000917","S01000917",90,"Positive Leaver Destinations (Pct)","Data Zones"
"28451","S01000918","S01000918",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28461","S01000919","S01000919",62.5,"Positive Leaver Destinations (Pct)","Data Zones"
"28471","S01000920","S01000920",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28481","S01000921","S01000921",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"28491","S01000922","S01000922",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28501","S01000923","S01000923",93.8,"Positive Leaver Destinations (Pct)","Data Zones"
"28511","S01000924","S01000924",75,"Positive Leaver Destinations (Pct)","Data Zones"
"28521","S01000925","S01000925",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28531","S01000926","S01000926",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28541","S01000927","S01000927",63.6,"Positive Leaver Destinations (Pct)","Data Zones"
"28551","S01000928","S01000928",77.8,"Positive Leaver Destinations (Pct)","Data Zones"
"28561","S01000929","S01000929",77.8,"Positive Leaver Destinations (Pct)","Data Zones"
"28571","S01000930","S01000930",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"28581","S01000931","S01000931",75,"Positive Leaver Destinations (Pct)","Data Zones"
"28591","S01000932","S01000932",86.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28601","S01000933","S01000933",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28611","S01000934","S01000934",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28621","S01000935","S01000935",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28631","S01000936","S01000936",76.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28641","S01000937","S01000937",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28651","S01000938","S01000938",84.6,"Positive Leaver Destinations (Pct)","Data Zones"
"28661","S01000939","S01000939",80,"Positive Leaver Destinations (Pct)","Data Zones"
"28671","S01000940","S01000940",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28681","S01000941","S01000941",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28691","S01000942","S01000942",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28701","S01000943","S01000943",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28711","S01000944","S01000944",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28721","S01000945","S01000945",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28731","S01000946","S01000946",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"28741","S01000947","S01000947",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28751","S01000948","S01000948",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28761","S01000949","S01000949",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"28771","S01000950","S01000950",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28781","S01000951","S01000951",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28791","S01000952","S01000952",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28801","S01000953","S01000953",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28811","S01000954","S01000954",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28821","S01000955","S01000955",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28831","S01000956","S01000956",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28841","S01000957","S01000957",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28851","S01000958","S01000958",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28861","S01000959","S01000959",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28871","S01000960","S01000960",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28881","S01000961","S01000961",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28891","S01000962","S01000962",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28901","S01000963","S01000963",75,"Positive Leaver Destinations (Pct)","Data Zones"
"28911","S01000964","S01000964",93.8,"Positive Leaver Destinations (Pct)","Data Zones"
"28921","S01000965","S01000965",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"28931","S01000966","S01000966",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"28941","S01000967","S01000967",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28951","S01000968","S01000968",90,"Positive Leaver Destinations (Pct)","Data Zones"
"28961","S01000969","S01000969",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28971","S01000970","S01000970",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28981","S01000971","S01000971",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28991","S01000972","S01000972",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"29001","S01000973","S01000973",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"29011","S01000974","S01000974",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29021","S01000975","S01000975",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29031","S01000976","S01000976",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29041","S01000977","S01000977",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29051","S01000978","S01000978",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29061","S01000979","S01000979",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29071","S01000980","S01000980",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29081","S01000981","S01000981",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29091","S01000982","S01000982",90,"Positive Leaver Destinations (Pct)","Data Zones"
"29101","S01000983","S01000983",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29111","S01000984","S01000984",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29121","S01000985","S01000985",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29131","S01000986","S01000986",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"29141","S01000987","S01000987",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29151","S01000988","S01000988",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29161","S01000989","S01000989",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"29171","S01000990","S01000990",90,"Positive Leaver Destinations (Pct)","Data Zones"
"29181","S01000991","S01000991",90,"Positive Leaver Destinations (Pct)","Data Zones"
"29191","S01000992","S01000992",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"29201","S01000993","S01000993",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"29211","S01000994","S01000994",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29221","S01000995","S01000995",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29231","S01000996","S01000996",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"29241","S01000997","S01000997",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29251","S01000998","S01000998",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29261","S01000999","S01000999",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29271","S01001000","S01001000",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29281","S01001001","S01001001",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29291","S01001002","S01001002",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29301","S01001003","S01001003",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"29311","S01001004","S01001004",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29321","S01001005","S01001005",91.7,"Positive Leaver Destinations (Pct)","Data Zones"
"29331","S01001006","S01001006",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29341","S01001007","S01001007",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29351","S01001008","S01001008",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29361","S01001009","S01001009",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29371","S01001010","S01001010",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29381","S01001011","S01001011",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"29391","S01001012","S01001012",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29401","S01001013","S01001013",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29411","S01001014","S01001014",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29421","S01001015","S01001015",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29431","S01001016","S01001016",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29441","S01001017","S01001017",80,"Positive Leaver Destinations (Pct)","Data Zones"
"29451","S01001018","S01001018",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29461","S01001019","S01001019",76.9,"Positive Leaver Destinations (Pct)","Data Zones"
"29471","S01001020","S01001020",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"29481","S01001021","S01001021",81.8,"Positive Leaver Destinations (Pct)","Data Zones"
"29491","S01001022","S01001022",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29501","S01001023","S01001023",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"29511","S01001024","S01001024",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29521","S01001025","S01001025",95.2,"Positive Leaver Destinations (Pct)","Data Zones"
"29531","S01001026","S01001026",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"29541","S01001027","S01001027",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"29551","S01001028","S01001028",78.6,"Positive Leaver Destinations (Pct)","Data Zones"
"29561","S01001029","S01001029",80,"Positive Leaver Destinations (Pct)","Data Zones"
"29571","S01001030","S01001030",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29581","S01001031","S01001031",75,"Positive Leaver Destinations (Pct)","Data Zones"
"29591","S01001032","S01001032",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"29601","S01001033","S01001033",75,"Positive Leaver Destinations (Pct)","Data Zones"
"29611","S01001034","S01001034",75,"Positive Leaver Destinations (Pct)","Data Zones"
"29621","S01001035","S01001035",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29631","S01001036","S01001036",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"29641","S01001037","S01001037",42.9,"Positive Leaver Destinations (Pct)","Data Zones"
"29651","S01001038","S01001038",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"29661","S01001039","S01001039",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29671","S01001040","S01001040",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"29681","S01001041","S01001041",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29691","S01001042","S01001042",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"29701","S01001043","S01001043",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29711","S01001044","S01001044",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29721","S01001045","S01001045",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"29731","S01001046","S01001046",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29741","S01001047","S01001047",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29751","S01001048","S01001048",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29761","S01001049","S01001049",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"29771","S01001050","S01001050",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29781","S01001051","S01001051",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29791","S01001052","S01001052",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29801","S01001053","S01001053",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"29811","S01001054","S01001054",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"29821","S01001055","S01001055",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29831","S01001056","S01001056",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29841","S01001057","S01001057",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29851","S01001058","S01001058",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29861","S01001059","S01001059",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"29871","S01001060","S01001060",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"29881","S01001061","S01001061",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29891","S01001062","S01001062",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29901","S01001063","S01001063",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"29911","S01001064","S01001064",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29921","S01001065","S01001065",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29931","S01001066","S01001066",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29941","S01001067","S01001067",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29951","S01001068","S01001068",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29961","S01001069","S01001069",100,"Positive Leaver Destinations (Pct)","Data Zones"
"29971","S01001070","S01001070",81.8,"Positive Leaver Destinations (Pct)","Data Zones"
"29981","S01001071","S01001071",92.3,"Positive Leaver Destinations (Pct)","Data Zones"
"29991","S01001072","S01001072",100,"Positive Leaver Destinations (Pct)","Data Zones"
"30001","S01001073","S01001073",94.7,"Positive Leaver Destinations (Pct)","Data Zones"
"30011","S01001074","S01001074",90,"Positive Leaver Destinations (Pct)","Data Zones"
"30021","S01001075","S01001075",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"30031","S01001076","S01001076",100,"Positive Leaver Destinations (Pct)","Data Zones"
"30041","S01001077","S01001077",100,"Positive Leaver Destinations (Pct)","Data Zones"
"30051","S01001078","S01001078",100,"Positive Leaver Destinations (Pct)","Data Zones"
